disability,limitation,accommodation
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,Form Generating Software
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,Full Spectrum or Natural Lighting Products
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,Job Coaches
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,Job Restructuring
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,Marginal Functions
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,Modified Break Schedule
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,Noise Canceling Earbuds
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,Noise Canceling Headsets
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,On-site Mentoring
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,"Recorded Directives, Messages, Materials"
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,Reminders
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,Sound Absorption and Sound Proof Panels
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,Speech Recognition Software
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,Sun Boxes and Lights
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,Sun Simulating Desk Lamps
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,Timers and Watches
Obsessive Compulsive Disorder (OCD),Executive Functioning Deficits,Written Instructions
Obsessive Compulsive Disorder (OCD),Managing Time,Applications (apps)
Obsessive Compulsive Disorder (OCD),Managing Time,Apps for Organization/ Time Management
Obsessive Compulsive Disorder (OCD),Managing Time,Calendars and Planners
Obsessive Compulsive Disorder (OCD),Managing Time,Checklists
Obsessive Compulsive Disorder (OCD),Managing Time,Color Coded System
Obsessive Compulsive Disorder (OCD),Managing Time,Electronic Organizers
Obsessive Compulsive Disorder (OCD),Managing Time,Marginal Functions
Obsessive Compulsive Disorder (OCD),Managing Time,"PDAs, Notetakers, and Laptops"
Obsessive Compulsive Disorder (OCD),Managing Time,Personal On-Site Paging Devices
Obsessive Compulsive Disorder (OCD),Managing Time,Reminders
Obsessive Compulsive Disorder (OCD),Managing Time,Task Separation
Obsessive Compulsive Disorder (OCD),Managing Time,Timers and Watches
Obsessive Compulsive Disorder (OCD),Managing Time,Written Instructions
Obsessive Compulsive Disorder (OCD),Memory Loss,Additional Training Time / Training Refreshers
Obsessive Compulsive Disorder (OCD),Memory Loss,Apps for Memory
Obsessive Compulsive Disorder (OCD),Memory Loss,Calendars and Planners
Obsessive Compulsive Disorder (OCD),Memory Loss,Electronic Organizers
Obsessive Compulsive Disorder (OCD),Memory Loss,Job Coaches
Obsessive Compulsive Disorder (OCD),Memory Loss,Professional Organizers
Obsessive Compulsive Disorder (OCD),Memory Loss,"Recorded Directives, Messages, Materials"
Obsessive Compulsive Disorder (OCD),Memory Loss,Reminders
Obsessive Compulsive Disorder (OCD),Memory Loss,Social Skill Builders
Obsessive Compulsive Disorder (OCD),Memory Loss,Support Person
Obsessive Compulsive Disorder (OCD),Memory Loss,Verbal Cues
Obsessive Compulsive Disorder (OCD),Memory Loss,Visual Schedulers
Obsessive Compulsive Disorder (OCD),Memory Loss,Written Instructions
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Apps for Miscellaneous Mental Health / Control of Anger & Emotions
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Behavior Modification Techniques
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Counseling/Therapy
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,"Cubicle Doors, Shields, and Shades"
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Disability Awareness/Etiquette Training
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Employee Assistance Program
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Flexible Schedule
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Habit Monitoring
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Job Coaches
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Job Restructuring
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Noise Canceling Headsets
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,On-site Mentoring
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Periodic Rest Breaks
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Reminders
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Social Skill Builders
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Strobe Lights
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Supervisory Methods
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Support Animal
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Support Person
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,"Telework, Work from Home, Working Remotely"
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Training Modifications
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Worksite Redesign / Modified Workspace
Obsessive Compulsive Disorder (OCD),Non-compliant Behavior,Written Instructions
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Applications (apps)
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Apps for Organization/ Time Management
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Calendars and Planners
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,"Color-coded Manuals, Outlines, and Maps"
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Electronic Organizers
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Ergonomic Equipment
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Job Coaches
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Job Restructuring
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,On-site Mentoring
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Organization Software
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Personal On-Site Paging Devices
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Professional Organizers
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Reminders
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Supervisory Methods
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Task Identification
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Task Separation
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Timers and Watches
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Visual Schedulers
Obsessive Compulsive Disorder (OCD),Organizing/Planning/Prioritizing,Written Instructions
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Aide/Assistant/Attendant
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Alternative Input Devices
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Alternative Keyboards
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Alternative Mice
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Alternative Mice - Limiting Tremors
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Augmentative and Alternative Communication (AAC) Device
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Auto-dialers
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Book Holders
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Breath and Mouth Controlled Alternative Computer Input Devices
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Compact Material Handling
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Door Knob Grips and Handles
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Eating Aids
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Ergonomic and Pneumatic Tools
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Ergonomic Equipment
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Expanded Keyboards
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Extra Grip Gloves
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Forearm Support
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Grip Aids
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Hands Free Resuscitation Devices
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Hands-free Telephones
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Job Restructuring
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Keyguards
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Money Handling Products
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,On-Screen Keyboards
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,One-Handed Keyboards
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Outgoing Voice Amplification - Telephone
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Padded Edging
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Page Turners
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Periodic Rest Breaks
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Personal On-Site Paging Devices
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Protective Eyewear
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Scribe/Notetaker
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Speech Recognition Software
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Switches
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Tongue Touch Keyboards/Mice
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Tool Balancers
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Typing / Keyboarding Aids
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Vacuum Lifts
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Vacuum Pickup Tools
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Voice Amplification
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Voice Recognition Memory Devices
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Word Prediction/Completion and Macro Software
Obsessive Compulsive Disorder (OCD),Spasm/Tic/Tremor/Blinking,Writing Aids
Obsessive Compulsive Disorder (OCD),Stress Intolerance,Apps for Anxiety and Stress
Obsessive Compulsive Disorder (OCD),Stress Intolerance,Behavior Modification Techniques
Obsessive Compulsive Disorder (OCD),Stress Intolerance,Counseling/Therapy
Obsessive Compulsive Disorder (OCD),Stress Intolerance,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Obsessive Compulsive Disorder (OCD),Stress Intolerance,Flexible Schedule
Obsessive Compulsive Disorder (OCD),Stress Intolerance,Job Restructuring
Obsessive Compulsive Disorder (OCD),Stress Intolerance,Marginal Functions
Obsessive Compulsive Disorder (OCD),Stress Intolerance,Modified Break Schedule
Obsessive Compulsive Disorder (OCD),Stress Intolerance,Supervisory Methods
Obsessive Compulsive Disorder (OCD),Stress Intolerance,Support Animal
Obsessive Compulsive Disorder (OCD),Stress Intolerance,Support Person
Obsessive Compulsive Disorder (OCD),Unable to Work Alone,Alerting Devices
Obsessive Compulsive Disorder (OCD),Unable to Work Alone,Apps for Anxiety and Stress
Obsessive Compulsive Disorder (OCD),Unable to Work Alone,Apps for Memory
Obsessive Compulsive Disorder (OCD),Unable to Work Alone,Behavior Modification Techniques
Obsessive Compulsive Disorder (OCD),Unable to Work Alone,Counseling/Therapy
Obsessive Compulsive Disorder (OCD),Unable to Work Alone,Disability Awareness/Etiquette Training
Obsessive Compulsive Disorder (OCD),Unable to Work Alone,Employee Assistance Program
Obsessive Compulsive Disorder (OCD),Unable to Work Alone,Flexible Schedule
Obsessive Compulsive Disorder (OCD),Unable to Work Alone,Job Restructuring
Obsessive Compulsive Disorder (OCD),Unable to Work Alone,Plan of Action
Obsessive Compulsive Disorder (OCD),Unable to Work Alone,Supervisory Methods
Obsessive Compulsive Disorder (OCD),Unable to Work Alone,Support Animal
Obsessive Compulsive Disorder (OCD),Unable to Work Alone,Support Person
Obsessive Compulsive Disorder (OCD),Policies,Additional Training Time / Training Refreshers
Obsessive Compulsive Disorder (OCD),Policies,Aide/Assistant/Attendant
Obsessive Compulsive Disorder (OCD),Policies,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Obsessive Compulsive Disorder (OCD),Policies,Flexible Schedule
Obsessive Compulsive Disorder (OCD),Policies,Marginal Functions
Obsessive Compulsive Disorder (OCD),Policies,Modified Break Schedule
Obsessive Compulsive Disorder (OCD),Policies,Periodic Rest Breaks
Obsessive Compulsive Disorder (OCD),Policies,Physical/Social Distancing Signage
Obsessive Compulsive Disorder (OCD),Policies,Policy Modification
Obsessive Compulsive Disorder (OCD),Policies,Reassignment
Obsessive Compulsive Disorder (OCD),Policies,Service Animal
Obsessive Compulsive Disorder (OCD),Policies,Sleep Alerting Devices
Obsessive Compulsive Disorder (OCD),Policies,Strobe Lights
Obsessive Compulsive Disorder (OCD),Policies,Supervisory Methods
Obsessive Compulsive Disorder (OCD),Policies,Support Animal
Obsessive Compulsive Disorder (OCD),Policies,"Telework, Work from Home, Working Remotely"
Obsessive Compulsive Disorder (OCD),Policies,Touchless Faucets
Obsessive Compulsive Disorder (OCD),Stress,Apps for Anxiety and Stress
Obsessive Compulsive Disorder (OCD),Stress,Behavior Modification Techniques
Obsessive Compulsive Disorder (OCD),Stress,Counseling/Therapy
Obsessive Compulsive Disorder (OCD),Stress,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Obsessive Compulsive Disorder (OCD),Stress,Flexible Schedule
Obsessive Compulsive Disorder (OCD),Stress,Job Coaches
Obsessive Compulsive Disorder (OCD),Stress,Job Restructuring
Obsessive Compulsive Disorder (OCD),Stress,Marginal Functions
Obsessive Compulsive Disorder (OCD),Stress,Modified Break Schedule
Obsessive Compulsive Disorder (OCD),Stress,Monitor Mirrors
Obsessive Compulsive Disorder (OCD),Stress,Odor Control
Obsessive Compulsive Disorder (OCD),Stress,On-site Mentoring
Obsessive Compulsive Disorder (OCD),Stress,Service Animal
Obsessive Compulsive Disorder (OCD),Stress,Simulated Skylights and Windows
Obsessive Compulsive Disorder (OCD),Stress,Strobe Lights
Obsessive Compulsive Disorder (OCD),Stress,Supervisory Methods
Obsessive Compulsive Disorder (OCD),Stress,Support Animal
Obsessive Compulsive Disorder (OCD),Stress,Support Person
Obsessive Compulsive Disorder (OCD),Stress,"Telework, Work from Home, Working Remotely"
Obsessive Compulsive Disorder (OCD),Stress,Uninterrupted Work Time
Paraplegia,Balancing,Aerial Lifts
Paraplegia,Balancing,All-Terrain Scooters
Paraplegia,Balancing,All-Terrain Wheelchairs
Paraplegia,Balancing,Anti-fatigue Matting
Paraplegia,Balancing,Bath Chairs
Paraplegia,Balancing,Canes
Paraplegia,Balancing,Crutches
Paraplegia,Balancing,Evacuation Devices
Paraplegia,Balancing,Fall Protection
Paraplegia,Balancing,Grab Bars
Paraplegia,Balancing,Grab Bars - Toilet Hinged Arm Support
Paraplegia,Balancing,Personal Safety and Fall Alert Devices
Paraplegia,Balancing,Personal Transportation and Mobility Products
Paraplegia,Balancing,Leg Extenders for Walkers
Paraplegia,Balancing,Padded Edging
Paraplegia,Balancing,Rollators and Rolling Walkers
Paraplegia,Balancing,Rolling Safety Ladders
Paraplegia,Balancing,Scooters
Paraplegia,Balancing,Stair Assists
Paraplegia,Balancing,Stair Lifts
Paraplegia,Balancing,Swing Away Grab Bars
Paraplegia,Balancing,Toileting Aids
Paraplegia,Balancing,Walkers
Paraplegia,Balancing,Walkers with Seats
Paraplegia,Balancing,Walkers for Tall Individuals
Paraplegia,Bending,Accessible Baby Changing Stations
Paraplegia,Bending,Adjustable Drafting Tables
Paraplegia,Bending,Adjustable Exam Tables
Paraplegia,Bending,Adjustable Massage Tables
Paraplegia,Bending,Animal Lift Tables
Paraplegia,Bending,Automatic Snow Chains
Paraplegia,Bending,Battery Powered Lift Tables
Paraplegia,Bending,Compact Material Handling
Paraplegia,Bending,Convex Mirrors
Paraplegia,Bending,Ergonomic and Pneumatic Tools
Paraplegia,Bending,Examination and Procedures Chair
Paraplegia,Bending,Long-Handled Mirrors
Paraplegia,Bending,Low Task Chair
Paraplegia,Bending,Manhole Cover Lifts
Paraplegia,Bending,"Pickups, Semis, and Heavy Equipment"
Paraplegia,Bending,Stools for Cutting Hair
Paraplegia,Bending,Telescoping Cameras
Paraplegia,Bending,Walk-up Changing Tables
Paraplegia,Climbing,Aerial Lifts
Paraplegia,Climbing,Elevators
Paraplegia,Climbing,Evacuation Devices
Paraplegia,Climbing,Stair Assists
Paraplegia,Climbing,Stair Lifts
Paraplegia,Lifting,Accessible Baby Changing Stations
Paraplegia,Lifting,Adjustable Exam Tables
Paraplegia,Lifting,Adjustable Massage Tables
Paraplegia,Lifting,Adult Changing Tables
Paraplegia,Lifting,Aerial Lifts
Paraplegia,Lifting,Animal Lift Tables
Paraplegia,Lifting,Automated Filing Systems
Paraplegia,Lifting,Ball Transfer Tables
Paraplegia,Lifting,Bath Chairs
Paraplegia,Lifting,Battery Powered Lift Tables
Paraplegia,Lifting,Cake Decorating and Baking Equipment
Paraplegia,Lifting,Carts
Paraplegia,Lifting,Compact Material Handling
Paraplegia,Lifting,Compact Mobile Cranes
Paraplegia,Lifting,Drum Handling
Paraplegia,Lifting,Drywall and Wallboard Lifts
Paraplegia,Lifting,Electronic Organizers
Paraplegia,Lifting,Engine Lifts and Lift Plates
Paraplegia,Lifting,Ergonomic Assessments
Paraplegia,Lifting,Ergonomic Equipment
Paraplegia,Lifting,Evacuation Devices
Paraplegia,Lifting,Folding Steps
Paraplegia,Lifting,Hair Scissors
Paraplegia,Lifting,Hands Free Resuscitation Devices
Paraplegia,Lifting,Height Adjustable Table Legs
Paraplegia,Lifting,Independent Living Aids
Paraplegia,Lifting,Job Restructuring
Paraplegia,Lifting,Large-Rated Small Step Ladders
Paraplegia,Lifting,Large-Rated Wheelchair Lifts
Paraplegia,Lifting,Lift Gates
Paraplegia,Lifting,Lift Tables
Paraplegia,Lifting,Lifters and Carriers for Mobility Aids
Paraplegia,Lifting,Lifting Aids
Paraplegia,Lifting,Light Switch Extension Handles
Paraplegia,Lifting,Lightweight Lead Aprons
Paraplegia,Lifting,Low Task Chair
Paraplegia,Lifting,Manhole Cover Lifts
Paraplegia,Lifting,Multi-Purpose Carts
Paraplegia,Lifting,Patient Lifts (General)
Paraplegia,Lifting,Periodic Rest Breaks
Paraplegia,Lifting,"Pickups, Semis, and Heavy Equipment"
Paraplegia,Lifting,Pipettes
Paraplegia,Lifting,Pool Lifts
Paraplegia,Lifting,Portable Lifts
Paraplegia,Lifting,Power Lift IV Stands
Paraplegia,Lifting,Powered Bath Lifts
Paraplegia,Lifting,Professional Organizers
Paraplegia,Lifting,Proper Lifting Techniques
Paraplegia,Lifting,Rolling Safety Ladders
Paraplegia,Lifting,Spring-Loaded Carts
Paraplegia,Lifting,Stainless Steel Carts and Worktables
Paraplegia,Lifting,Stair Assists
Paraplegia,Lifting,Stairclimbing Handtrucks
Paraplegia,Lifting,Talking Bar Code Scanner/Reader
Paraplegia,Lifting,Test Tube Holders
Paraplegia,Lifting,Tire Handling
Paraplegia,Lifting,Toileting Aids
Paraplegia,Lifting,Tool Balancers
Paraplegia,Lifting,Transfer Aids
Paraplegia,Lifting,Transfer Sheets
Paraplegia,Lifting,Truck Mounted Cranes
Paraplegia,Lifting,Vacuum Lifts
Paraplegia,Lifting,Vacuum Pickup Tools
Paraplegia,Lifting,Vehicle Lifts and Manipulators
Paraplegia,Lifting,Walk-up Changing Tables
Paraplegia,Lifting,Wheelchair Lifts
Paraplegia,Lifting,Winches and Chain Hoists
Paraplegia,Lifting,Work Platforms
Paraplegia,Operating Foot Control,Hand Controls
Paraplegia,Standing,Adjustable Workstations for Industrial Settings
Paraplegia,Standing,Adjustable Workstations for Office Settings
Paraplegia,Standing,Grab Bars
Paraplegia,Standing,Scooters
Paraplegia,Standing,Stand Aids
Paraplegia,Standing,Stand-up Wheelchairs
Paraplegia,Use of Mobility Aids,Accessories for Scooters
Paraplegia,Use of Mobility Aids,Adjustable and Ergonomic School Desks and Equipment
Paraplegia,Use of Mobility Aids,Adjustable Massage Tables
Paraplegia,Use of Mobility Aids,Adjustable Workstations for Industrial Settings
Paraplegia,Use of Mobility Aids,Adjustable Workstations for Office Settings
Paraplegia,Use of Mobility Aids,Automatic Door Openers
Paraplegia,Use of Mobility Aids,Boat Access
Paraplegia,Use of Mobility Aids,Door Knob Grips and Handles
Paraplegia,Use of Mobility Aids,Ergonomic and Pneumatic Tools
Paraplegia,Use of Mobility Aids,Evacuation Devices
Paraplegia,Use of Mobility Aids,Flexible Schedule
Paraplegia,Use of Mobility Aids,Height Adjustable Table Legs
Paraplegia,Use of Mobility Aids,Job Coaches
Paraplegia,Use of Mobility Aids,Light Switch Extension Handles
Paraplegia,Use of Mobility Aids,Monitor Risers
Paraplegia,Use of Mobility Aids,Pool Lifts
Paraplegia,Use of Mobility Aids,Portable Ramps
Paraplegia,Use of Mobility Aids,Ramps
Paraplegia,Use of Mobility Aids,Spring-Loaded Carts
Paraplegia,Use of Mobility Aids,Stair Lifts
Paraplegia,Use of Mobility Aids,"Telework, Work from Home, Working Remotely"
Paraplegia,Use of Mobility Aids,Threshold Ramps
Paraplegia,Use of Mobility Aids,Van Conversion
Paraplegia,Use of Mobility Aids,Wheelchair Accessible Lecterns
Paraplegia,Use of Mobility Aids,Wheelchair Carts/Trailers
Paraplegia,Use of Mobility Aids,Wheelchair Lifts
Paraplegia,Use of Mobility Aids,Work Platforms
Paraplegia,Walking,Aide/Assistant/Attendant
Paraplegia,Walking,All-Terrain Scooters
Paraplegia,Walking,All-Terrain Wheelchairs
Paraplegia,Walking,Foldable / Transport Wheelchairs
Paraplegia,Walking,Large-Rated Scooters
Paraplegia,Walking,Large-Rated Wheelchairs
Paraplegia,Walking,Personal Transportation and Mobility Products
Paraplegia,Walking,Reclining Wheelchairs
Paraplegia,Walking,Scooters
Paraplegia,Walking,Scooters for Small Stature
Paraplegia,Walking,"Telework, Work from Home, Working Remotely"
Paraplegia,Walking,Wheelchairs for Small Stature
Paraplegia,Walking,Wheelchairs
Paraplegia,Walking,Worksite Redesign / Modified Workspace
Paraplegia,Commute,Flexible Schedule
Paraplegia,Commute,Ridesharing/Carpooling
Paraplegia,Commute,"Telework, Work from Home, Working Remotely"
Paraplegia,Commute,Transportation Assistance
Paraplegia,Commute,Van Conversion
Paraplegia,Move Items/People,Adjustable Exam Tables
Paraplegia,Move Items/People,Aerial Lifts
Paraplegia,Move Items/People,Animal Lift Tables
Paraplegia,Move Items/People,Ball Transfer Tables
Paraplegia,Move Items/People,Battery Powered Lift Tables
Paraplegia,Move Items/People,Carts
Paraplegia,Move Items/People,Compact Mobile Cranes
Paraplegia,Move Items/People,Lifting Aids
Paraplegia,Move Items/People,Multi-Purpose Carts
Paraplegia,Move Items/People,Vacuum Lifts
Paraplegia,Move Items/People,Vacuum Pickup Tools
Paraplegia,Off Site Access,Accessible Vehicles
Paraplegia,Off Site Access,Accessories for Scooters
Paraplegia,Off Site Access,All-Terrain Scooters
Paraplegia,Off Site Access,All-Terrain Wheelchairs
Paraplegia,Off Site Access,Examination and Procedures Chair
Paraplegia,Off Site Access,Flexible Schedule
Paraplegia,Off Site Access,Head Support for Wheelchairs
Paraplegia,Off Site Access,Low Task Chair
Paraplegia,Off Site Access,Personal Transportation and Mobility Products
Paraplegia,Off Site Access,Scooters
Paraplegia,Off Site Access,Stair Assists
Paraplegia,Off Site Access,"Telework, Work from Home, Working Remotely"
Paraplegia,Off Site Access,Transportation Assistance
Paraplegia,Off Site Access,Van Conversion
Paraplegia,Off Site Access,Wheelchair Accessible Scales
Paraplegia,Off Site Access,Wheelchair Carts/Trailers
Paraplegia,Off Site Access,Wheelchair Mounts
Paraplegia,Operate Equipment/Vehicles,Hand Controls
Paraplegia,Operate Equipment/Vehicles,Swivel Seats and Seat Extenders
Paraplegia,Operate Equipment/Vehicles,Wheelchair Lifts
Paraplegia,Parking,Accessible Parking Space
Paraplegia,Parking,Flexible Schedule
Paraplegia,Parking,"Telework, Work from Home, Working Remotely"
Paraplegia,Parking,Wheelchairs
Parkinson's Disease,Decreased Stamina/Fatigue,Accessories for Scooters
Parkinson's Disease,Decreased Stamina/Fatigue,Aide/Assistant/Attendant
Parkinson's Disease,Decreased Stamina/Fatigue,All-Terrain Scooters
Parkinson's Disease,Decreased Stamina/Fatigue,Anti-fatigue Matting
Parkinson's Disease,Decreased Stamina/Fatigue,Elevating Wheelchairs
Parkinson's Disease,Decreased Stamina/Fatigue,Ergonomic and Pneumatic Tools
Parkinson's Disease,Decreased Stamina/Fatigue,Ergonomic Assessments
Parkinson's Disease,Decreased Stamina/Fatigue,Ergonomic Equipment
Parkinson's Disease,Decreased Stamina/Fatigue,Examination and Procedures Chair
Parkinson's Disease,Decreased Stamina/Fatigue,Flexible Schedule
Parkinson's Disease,Decreased Stamina/Fatigue,Head Support for Wheelchairs
Parkinson's Disease,Decreased Stamina/Fatigue,Job Restructuring
Parkinson's Disease,Decreased Stamina/Fatigue,Low Task Chair
Parkinson's Disease,Decreased Stamina/Fatigue,Mechanic's Seats and Creepers
Parkinson's Disease,Decreased Stamina/Fatigue,Multi-Purpose Carts
Parkinson's Disease,Decreased Stamina/Fatigue,Periodic Rest Breaks
Parkinson's Disease,Decreased Stamina/Fatigue,Scooters
Parkinson's Disease,Decreased Stamina/Fatigue,Stand-lean Stools
Parkinson's Disease,Decreased Stamina/Fatigue,Stools for Cutting Hair
Parkinson's Disease,Decreased Stamina/Fatigue,"Telework, Work from Home, Working Remotely"
Parkinson's Disease,Decreased Stamina/Fatigue,Walkers
Parkinson's Disease,Decreased Stamina/Fatigue,Wearable Anti-fatigue Matting
Parkinson's Disease,Decreased Stamina/Fatigue,Wheelchair Accessible Scales
Parkinson's Disease,Decreased Stamina/Fatigue,Wheelchair Mounts
Parkinson's Disease,Decreased Stamina/Fatigue,Wheelchairs
Parkinson's Disease,Decreased Stamina/Fatigue,Worksite Redesign / Modified Workspace
Parkinson's Disease,Executive Functioning Deficits,Apps for Concentration
Parkinson's Disease,Executive Functioning Deficits,Apps for Memory
Parkinson's Disease,Executive Functioning Deficits,Calendars and Planners
Parkinson's Disease,Executive Functioning Deficits,Checklists
Parkinson's Disease,Executive Functioning Deficits,Color Coded System
Parkinson's Disease,Executive Functioning Deficits,"Cubicle Doors, Shields, and Shades"
Parkinson's Disease,Executive Functioning Deficits,Environmental Sound Machines / Tinnitus Maskers / White Noise Machines
Parkinson's Disease,Executive Functioning Deficits,Extra Time
Parkinson's Disease,Executive Functioning Deficits,Flexible Schedule
Parkinson's Disease,Executive Functioning Deficits,Form Generating Software
Parkinson's Disease,Executive Functioning Deficits,Full Spectrum or Natural Lighting Products
